Security Code,Date,Opening Price,High Sale Price,Low Sale Price,Closing Price,Total Volume Traded
ZOZI,01 Feb 2016,9.06,9.06,9.06,9.06,0
ZOZI,02 Feb 2016,9.06,9.06,9.06,9.06,0
ZOZI,03 Feb 2016,9.07,9.07,9.07,9.07,250
ZOZI,04 Feb 2016,9.07,9.07,9.07,9.07,0
ZOZI,05 Feb 2016,9.07,9.07,9.07,9.07,0
ZOZI,08 Feb 2016,9.07,9.07,9.07,9.07,0
ZOZI,09 Feb 2016,9.07,9.07,9.07,9.07,0
ZOZI,10 Feb 2016,8.73,8.73,8.73,8.73,34735
ZOZI,11 Feb 2016,8.73,8.73,8.73,8.73,0
ZOZI,12 Feb 2016,8.77,8.77,8.77,8.77,2278
ZOZI,15 Feb 2016,8.84,8.84,8.84,8.84,13901
ZOZI,16 Feb 2016,8.84,8.84,8.84,8.84,0
ZOZI,17 Feb 2016,8.84,8.84,8.84,8.84,0
ZOZI,18 Feb 2016,9.09,9.15,9.09,9.15,38942
ZOZI,19 Feb 2016,9.13,9.13,9.13,9.13,375
ZOZI,22 Feb 2016,9.14,9.14,9.14,9.14,15000
ZOZI,23 Feb 2016,9.23,9.23,9.21,9.21,1124
ZOZI,24 Feb 2016,9,9,9,9,3111
ZOZI,25 Feb 2016,8.95,8.95,8.95,8.95,550
ZOZI,26 Feb 2016,8.95,8.95,8.95,8.95,0
ZOZI,29 Feb 2016,8.95,8.95,8.95,8.95,0
ZOZI,01 Mar 2016,8.95,8.95,8.95,8.95,0
ZOZI,02 Mar 2016,8.95,8.95,8.95,8.95,0
ZOZI,03 Mar 2016,9.3,9.35,9.3,9.35,11314
ZOZI,04 Mar 2016,9.39,9.39,9.39,9.39,16500
ZOZI,07 Mar 2016,9.45,9.45,9.45,9.45,586
ZOZI,08 Mar 2016,9.52,9.52,9.41,9.41,5311
ZOZI,09 Mar 2016,9.43,9.44,9.43,9.44,3105
ZOZI,10 Mar 2016,9.52,9.52,9.52,9.52,4879
ZOZI,11 Mar 2016,9.49,9.49,9.49,9.49,2500
ZOZI,14 Mar 2016,9.62,9.62,9.62,9.62,3200
ZOZI,15 Mar 2016,9.56,9.56,9.56,9.56,93
ZOZI,16 Mar 2016,9.56,9.56,9.56,9.56,0
ZOZI,17 Mar 2016,9.58,9.58,9.58,9.58,520
ZOZI,18 Mar 2016,9.58,9.58,9.58,9.58,0
ZOZI,21 Mar 2016,9.58,9.58,9.58,9.58,0
ZOZI,22 Mar 2016,9.58,9.58,9.58,9.58,0
ZOZI,23 Mar 2016,9.58,9.58,9.58,9.58,0
ZOZI,24 Mar 2016,9.36,9.39,9.36,9.39,597
ZOZI,29 Mar 2016,9.39,9.39,9.39,9.39,0
ZOZI,30 Mar 2016,9.22,9.22,9.22,9.22,1060
ZOZI,31 Mar 2016,9.22,9.22,9.22,9.22,0
ZOZI,01 Apr 2016,9.18,9.18,9.17,9.17,48636
ZOZI,04 Apr 2016,9.22,9.24,9.21,9.22,58954
ZOZI,05 Apr 2016,9.19,9.19,9.03,9.03,1761
ZOZI,06 Apr 2016,9.05,9.09,9,9.06,34163
ZOZI,07 Apr 2016,9.1,9.13,9.1,9.1,37091
ZOZI,08 Apr 2016,9,9.07,9,9.07,8774
ZOZI,11 Apr 2016,9.02,9.02,9.02,9.02,135
ZOZI,12 Apr 2016,9.13,9.13,9.13,9.13,1000
ZOZI,13 Apr 2016,9.24,9.24,9.24,9.24,750
ZOZI,14 Apr 2016,9.29,9.38,9.29,9.38,1250
ZOZI,15 Apr 2016,9.39,9.41,9.38,9.41,107169
ZOZI,18 Apr 2016,9.36,9.36,9.36,9.36,3200
ZOZI,19 Apr 2016,9.58,9.58,9.53,9.53,6694
ZOZI,20 Apr 2016,9.53,9.53,9.53,9.53,500
ZOZI,21 Apr 2016,9.65,9.65,9.65,9.65,6500
ZOZI,22 Apr 2016,9.65,9.65,9.65,9.65,8565
ZOZI,26 Apr 2016,9.65,9.65,9.65,9.65,0
ZOZI,27 Apr 2016,9.65,9.65,9.65,9.65,0
ZOZI,28 Apr 2016,9.58,9.58,9.58,9.58,5200
ZOZI,29 Apr 2016,9.6,9.6,9.6,9.6,303
ZOZI,02 May 2016,9.61,9.61,9.5,9.5,715
ZOZI,03 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,04 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,05 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,06 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,09 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,10 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,11 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,12 May 2016,9.5,9.5,9.5,9.5,0
ZOZI,13 May 2016,9.82,9.82,9.82,9.82,410
ZOZI,16 May 2016,9.86,9.86,9.86,9.86,2439
ZOZI,17 May 2016,9.92,9.92,9.92,9.92,1200
ZOZI,18 May 2016,9.92,9.92,9.92,9.92,0
ZOZI,19 May 2016,9.92,9.92,9.92,9.92,0
ZOZI,20 May 2016,9.92,9.92,9.92,9.92,0
ZOZI,23 May 2016,9.92,9.92,9.92,9.92,0
ZOZI,24 May 2016,9.92,9.92,9.92,9.92,0
ZOZI,25 May 2016,9.93,9.93,9.93,9.93,490
ZOZI,26 May 2016,9.93,9.93,9.93,9.93,0
ZOZI,27 May 2016,9.93,9.93,9.93,9.93,0
ZOZI,30 May 2016,9.93,9.93,9.93,9.93,0
ZOZI,31 May 2016,9.93,9.95,9.93,9.95,1061
ZOZI,01 Jun 2016,9.95,9.95,9.95,9.95,0
ZOZI,02 Jun 2016,9.73,9.73,9.73,9.73,822
ZOZI,03 Jun 2016,9.73,9.73,9.73,9.73,0
ZOZI,06 Jun 2016,9.73,9.73,9.73,9.73,0
ZOZI,07 Jun 2016,9.96,9.96,9.96,9.96,300
ZOZI,08 Jun 2016,9.89,9.89,9.89,9.89,5000
ZOZI,09 Jun 2016,9.89,9.89,9.89,9.89,0
ZOZI,10 Jun 2016,9.79,9.79,9.79,9.79,520
ZOZI,14 Jun 2016,9.79,9.79,9.79,9.79,0
ZOZI,15 Jun 2016,9.79,9.79,9.79,9.79,0
ZOZI,16 Jun 2016,9.79,9.79,9.79,9.79,0
ZOZI,17 Jun 2016,9.79,9.79,9.79,9.79,0
ZOZI,20 Jun 2016,9.79,9.79,9.79,9.79,0
ZOZI,21 Jun 2016,9.73,9.73,9.73,9.73,193
ZOZI,22 Jun 2016,9.73,9.73,9.73,9.73,0
ZOZI,23 Jun 2016,9.73,9.73,9.73,9.73,0
ZOZI,24 Jun 2016,9.79,9.79,9.73,9.73,1100
ZOZI,27 Jun 2016,9.41,9.41,9.41,9.41,1400
ZOZI,28 Jun 2016,9.34,9.39,9.34,9.39,257900
ZOZI,29 Jun 2016,9.39,9.39,9.39,9.39,0
ZOZI,30 Jun 2016,9.39,9.39,9.39,9.39,0
ZOZI,01 Jul 2016,9.39,9.39,9.39,9.39,0
ZOZI,04 Jul 2016,9.39,9.39,9.39,9.39,0
ZOZI,05 Jul 2016,9.39,9.39,9.39,9.39,0
ZOZI,06 Jul 2016,9.39,9.39,9.39,9.39,0
ZOZI,07 Jul 2016,9.39,9.39,9.39,9.39,0
ZOZI,08 Jul 2016,9.61,9.61,9.61,9.61,2495
ZOZI,11 Jul 2016,9.74,9.74,9.74,9.74,96
ZOZI,12 Jul 2016,9.74,9.74,9.74,9.74,0
ZOZI,13 Jul 2016,9.84,9.84,9.84,9.84,3000
ZOZI,14 Jul 2016,9.9,9.9,9.9,9.9,10000
ZOZI,15 Jul 2016,9.98,9.98,9.97,9.97,2255
ZOZI,18 Jul 2016,9.97,9.97,9.97,9.97,0
ZOZI,19 Jul 2016,9.99,9.99,9.99,9.99,125
ZOZI,20 Jul 2016,9.99,9.99,9.99,9.99,0
ZOZI,21 Jul 2016,9.99,9.99,9.99,9.99,0
ZOZI,22 Jul 2016,9.99,9.99,9.99,9.99,0
ZOZI,25 Jul 2016,0,0,0,0,0
