Security Code,Date,Opening Price,High Sale Price,Low Sale Price,Closing Price,Total Volume Traded
ZUSD,21 Sep 2015,10.85,10.85,10.85,10.85,0
ZUSD,23 Sep 2015,10.75,10.75,10.75,10.75,0
ZUSD,24 Sep 2015,10.96,10.96,10.96,10.96,250
ZUSD,25 Sep 2015,10.96,10.96,10.96,10.96,0
ZUSD,28 Sep 2015,10.96,10.96,10.96,10.96,0
ZUSD,30 Sep 2015,10.94,10.95,10.94,10.95,834
ZUSD,01 Oct 2015,10.95,10.95,10.95,10.95,454
ZUSD,02 Oct 2015,10.95,10.95,10.95,10.95,0
ZUSD,05 Oct 2015,10.95,10.95,10.95,10.95,0
ZUSD,06 Oct 2015,10.84,10.84,10.84,10.84,55
ZUSD,07 Oct 2015,10.72,10.72,10.72,10.72,375
ZUSD,08 Oct 2015,10.72,10.72,10.72,10.72,0
ZUSD,09 Oct 2015,10.55,10.55,10.55,10.55,4725
ZUSD,13 Oct 2015,10.43,10.5,10.43,10.5,30720
ZUSD,14 Oct 2015,10.5,10.5,10.5,10.5,0
ZUSD,15 Oct 2015,10.5,10.5,10.5,10.5,0
ZUSD,16 Oct 2015,10.48,10.48,10.48,10.48,1500
ZUSD,19 Oct 2015,10.55,10.55,10.55,10.55,1379
ZUSD,20 Oct 2015,10.55,10.55,10.55,10.55,0
ZUSD,21 Oct 2015,10.55,10.55,10.55,10.55,0
ZUSD,22 Oct 2015,10.61,10.61,10.61,10.61,3000
ZUSD,26 Oct 2015,10.6,10.6,10.59,10.59,1300
ZUSD,27 Oct 2015,10.59,10.59,10.59,10.59,0
ZUSD,28 Oct 2015,10.67,10.67,10.67,10.67,31200
ZUSD,29 Oct 2015,10.79,10.8,10.79,10.8,1325
ZUSD,30 Oct 2015,10.83,10.83,10.79,10.79,25003
ZUSD,31 Oct 2015,10.83,10.83,10.79,10.79,25003
ZUSD,02 Nov 2015,10.76,10.77,10.73,10.73,1950
ZUSD,03 Nov 2015,10.73,10.73,10.73,10.73,0
ZUSD,06 Nov 2015,10.75,10.75,10.75,10.75,0
ZUSD,09 Nov 2015,10.91,10.91,10.87,10.87,3700
ZUSD,10 Nov 2015,10.87,10.87,10.87,10.87,0
ZUSD,11 Nov 2015,10.91,10.91,10.91,10.91,3900
ZUSD,12 Nov 2015,10.73,10.73,10.73,10.73,100
ZUSD,13 Nov 2015,10.75,10.75,10.75,10.75,2000
ZUSD,16 Nov 2015,10.75,10.75,10.75,10.75,0
ZUSD,17 Nov 2015,10.75,10.75,10.75,10.75,0
ZUSD,18 Nov 2015,10.8,10.8,10.8,10.8,280
ZUSD,19 Nov 2015,10.8,10.8,10.8,10.8,0
ZUSD,20 Nov 2015,10.67,10.67,10.67,10.67,3500
ZUSD,23 Nov 2015,10.67,10.67,10.67,10.67,0
ZUSD,24 Nov 2015,10.66,10.66,10.66,10.66,800
ZUSD,25 Nov 2015,10.66,10.66,10.66,10.66,0
ZUSD,26 Nov 2015,10.66,10.66,10.66,10.66,0
ZUSD,30 Nov 2015,10.62,10.62,10.62,10.62,0
ZUSD,02 Dec 2015,10.46,10.46,10.46,10.46,900
ZUSD,03 Dec 2015,10.5,10.5,10.5,10.5,19050
ZUSD,04 Dec 2015,10.5,10.5,10.5,10.5,0
ZUSD,07 Dec 2015,10.45,10.45,10.44,10.44,6541
ZUSD,08 Dec 2015,10.56,10.57,10.56,10.57,6435
ZUSD,09 Dec 2015,10.6,10.6,10.6,10.6,1372
ZUSD,10 Dec 2015,10.6,10.6,10.6,10.6,5000
ZUSD,11 Dec 2015,10.55,10.55,10.55,10.55,500
ZUSD,14 Dec 2015,10.55,10.55,10.55,10.55,0
ZUSD,15 Dec 2015,10.55,10.55,10.55,10.55,500
ZUSD,16 Dec 2015,10.64,10.64,10.64,10.64,500
ZUSD,17 Dec 2015,10.67,10.67,10.67,10.67,1402
ZUSD,18 Dec 2015,10.77,10.77,10.75,10.75,4260
ZUSD,22 Dec 2015,10.65,10.65,10.65,10.65,5000
ZUSD,23 Dec 2015,10.59,10.59,10.59,10.59,500
ZUSD,29 Dec 2015,10.58,10.58,10.58,10.58,0
ZUSD,30 Dec 2015,10.58,10.58,10.58,10.58,0
ZUSD,31 Dec 2015,10.58,10.58,10.58,10.58,0
ZUSD,04 Jan 2016,10.58,10.58,10.58,10.58,0
ZUSD,06 Jan 2016,10.58,10.58,10.58,10.58,0
ZUSD,07 Jan 2016,10.58,10.58,10.58,10.58,0
ZUSD,08 Jan 2016,10.88,10.88,10.88,10.88,1901
ZUSD,11 Jan 2016,11.02,11.02,11.02,11.02,1275
ZUSD,12 Jan 2016,11.02,11.02,11.02,11.02,0
ZUSD,13 Jan 2016,10.93,10.93,10.87,10.87,554
ZUSD,14 Jan 2016,11.04,11.05,11.04,11.05,1940
ZUSD,15 Jan 2016,10.95,10.95,10.95,10.95,450
ZUSD,18 Jan 2016,11.16,11.16,11.09,11.09,2250
ZUSD,21 Jan 2016,11.15,11.15,11.15,11.15,0
ZUSD,22 Jan 2016,11.15,11.15,11.15,11.15,0
ZUSD,25 Jan 2016,11.15,11.15,11.15,11.15,0
ZUSD,27 Jan 2016,11.15,11.15,11.15,11.15,0
ZUSD,29 Jan 2016,10.91,10.91,10.91,10.91,0
ZUSD,01 Feb 2016,10.91,10.91,10.91,10.91,0
ZUSD,02 Feb 2016,10.91,10.91,10.91,10.91,0
ZUSD,03 Feb 2016,10.91,10.91,10.91,10.91,0
ZUSD,04 Feb 2016,10.69,10.69,10.67,10.67,850
ZUSD,05 Feb 2016,10.67,10.67,10.67,10.67,0
ZUSD,08 Feb 2016,10.67,10.67,10.67,10.67,0
ZUSD,09 Feb 2016,10.67,10.67,10.67,10.67,0
ZUSD,10 Feb 2016,10.85,10.85,10.85,10.85,800
ZUSD,12 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,17 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,18 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,19 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,22 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,23 Feb 2016,10.85,10.85,10.85,10.85,0
ZUSD,24 Feb 2016,10.67,10.67,10.67,10.67,5562
ZUSD,25 Feb 2016,10.67,10.67,10.67,10.67,500
ZUSD,26 Feb 2016,10.67,10.67,10.67,10.67,0
ZUSD,29 Feb 2016,10.67,10.67,10.67,10.67,0
ZUSD,01 Mar 2016,10.71,10.74,10.71,10.74,292
ZUSD,02 Mar 2016,10.74,10.74,10.74,10.74,0
ZUSD,03 Mar 2016,10.74,10.74,10.74,10.74,0
ZUSD,04 Mar 2016,10.41,10.41,10.41,10.41,5711
ZUSD,07 Mar 2016,10.33,10.33,10.33,10.33,29512
ZUSD,08 Mar 2016,10.33,10.33,10.33,10.33,0
