Security Code,Date,Opening Price,High Sale Price,Low Sale Price,Closing Price,Total Volume Traded
ZYAU,04 Apr 2016,9.39,9.39,9.39,9.39,1572
ZYAU,05 Apr 2016,9.39,9.39,9.39,9.39,0
ZYAU,06 Apr 2016,9.28,9.28,9.28,9.28,4200
ZYAU,07 Apr 2016,9.31,9.31,9.31,9.31,215
ZYAU,08 Apr 2016,9.31,9.31,9.31,9.31,0
ZYAU,11 Apr 2016,9.31,9.31,9.31,9.31,0
ZYAU,12 Apr 2016,9.33,9.33,9.33,9.33,238
ZYAU,13 Apr 2016,9.48,9.48,9.48,9.48,410
ZYAU,14 Apr 2016,9.52,9.52,9.52,9.52,1682
ZYAU,15 Apr 2016,9.6,9.61,9.6,9.61,1254
ZYAU,18 Apr 2016,9.55,9.55,9.55,9.55,138
ZYAU,19 Apr 2016,9.55,9.55,9.55,9.55,0
ZYAU,20 Apr 2016,9.77,9.82,9.77,9.77,16285
ZYAU,21 Apr 2016,9.77,9.77,9.77,9.77,0
ZYAU,22 Apr 2016,9.89,9.89,9.89,9.89,13582
ZYAU,26 Apr 2016,9.88,9.88,9.79,9.8,11289
ZYAU,27 Apr 2016,9.87,9.87,9.87,9.87,595
ZYAU,28 Apr 2016,9.87,9.87,9.87,9.87,0
ZYAU,29 Apr 2016,9.87,9.87,9.87,9.87,0
ZYAU,02 May 2016,9.87,9.87,9.87,9.87,0
ZYAU,03 May 2016,9.89,9.89,9.89,9.89,83
ZYAU,04 May 2016,9.86,9.9,9.86,9.9,2118
ZYAU,05 May 2016,9.8,9.8,9.78,9.78,1058
ZYAU,06 May 2016,9.74,9.74,9.74,9.74,1235
ZYAU,09 May 2016,9.74,9.74,9.74,9.74,0
ZYAU,10 May 2016,9.74,9.74,9.74,9.74,0
ZYAU,11 May 2016,9.74,9.74,9.74,9.74,0
ZYAU,12 May 2016,9.85,9.87,9.85,9.87,2668
ZYAU,13 May 2016,9.81,9.81,9.79,9.79,1088
ZYAU,16 May 2016,9.83,9.85,9.79,9.84,14506
ZYAU,17 May 2016,9.89,10.01,9.89,10.01,4752
ZYAU,18 May 2016,9.99,9.99,9.96,9.96,8080
ZYAU,19 May 2016,9.89,9.89,9.89,9.89,7070
ZYAU,20 May 2016,9.9,9.91,9.9,9.91,5195
ZYAU,23 May 2016,9.91,9.91,9.86,9.87,7520
ZYAU,24 May 2016,9.87,9.87,9.87,9.87,0
ZYAU,25 May 2016,10,10,10,10,3000
ZYAU,26 May 2016,9.99,10.06,9.99,10.06,8199
ZYAU,27 May 2016,10.06,10.06,10.06,10.06,0
ZYAU,30 May 2016,10.11,10.11,10.11,10.11,10000
ZYAU,31 May 2016,10.03,10.06,10.03,10.06,4574
ZYAU,01 Jun 2016,10.06,10.06,10.06,10.06,0
ZYAU,02 Jun 2016,9.92,9.92,9.92,9.92,2000
ZYAU,03 Jun 2016,9.92,9.92,9.92,9.92,0
ZYAU,06 Jun 2016,9.92,9.92,9.92,9.92,0
